부서명,팀명,직위,이름,전화번호,담당업무
가족정책과,가족정책팀,마포여성동행센터,"○ 마포여성동행센터 교육, 행사 등 운영
○ 기타 센터 운영 관련 업무
○ 여성친화시설 운영 및 관리
○ 여성의 권익증진 및 여성？가족 활동 지원사업 운영
○ 주민참여 소모임, 동아리 등 지원사업",02-3153-1623
교육청소년과,교육정책팀,교육청소년과장,,02-3153-8970
교육청소년과,교육정책팀,교육정책팀장,"○ 교육정책팀 업무 총괄
○ 교육발전 전략업무 추진
○ 민선8기 공약사업 추진
○ 교육관련 위원회 운영 관리",02-3153-8951
교육청소년과,교육정책팀,주무관,"○ 국,과서무
○ 기타 다른 팀에 분장되지 않은 업무
○ 가족사랑 캠프 운영
○ 주요업무계획(구청장,구의회 등) 및 회의자료",02-3153-8952
교육청소년과,교육정책팀,주무관,"○ 교육특별구 추진 계획 수립 및 운영
○ 교육발전자문위원회 운영
○ 영어캠프 운영
○ 입시설명회(대입, 수시, 정시)
○ 진로직업체험지원센터 운영지원 및 지도·감독",02-3153-8955
교육청소년과,교육정책팀,주무관,"○ 교육경비보조금 및 학교 관련 업무(유치원,중학교,고등학교)
○ 입학준비금 지원
○ 모범학생 표창
○ 친환경 무상급식 및 급식지원심의위원회 운영
○ 마포인재육성장학재단 업무지원 및 지도감독
○ 과학탐험교실 사업 및 특화교육사업 운영",02-3153-8954
교육청소년과,교육정책팀,주무관,"○ 마포구 미래교육지구 계획수립 및 평가업무(총괄)
○ 미래교육 페스티벌 행사 운영
○ 청소년 동아리 지원사업
○ 지역연계 협력사업(대학연계 등)
○ 서울런 운영 관리",02-3153-8956
교육청소년과,교육정책팀,주무관,"○ 교육경비보조금 계획수립 및 운영(총괄)
○ 학교폭력대책지역협의회 운영
○ 스쿨매니저 지원사업
○ 영어캠프 운영
○ 청소년 성장 및 건강관리 지원 사업
○ 교육경비보조금심의위원회 운영
○ 학교 관련 업무(초등학교)",02-3153-8953
평생학습과,평생교육팀,평생교육팀장,○ 평생교육팀 업무 총괄,02-3153-8971
평생학습과,평생교육팀,주무관,"○ 과서무, 타 직원에 속하지 않은 업무
○ 평생학습도시 재지정 추진
○ 집필실 운영 및 관리
○ 마포중앙도서관 중대산업재해 예방 관련 관리
○ 학력인정 평생교육시설 보조금 지원
○ 평생교육협의회, 평생교육실무협의회 운영",02-3153-8972
평생학습과,평생교육팀,주무관,"○ 평생교육 프로그램 개발 및 운영
○ 평생교육 단/중장기 계획 수립 및 평생학습도시 재지정 추진
○ 평생교육 네트워크 활성화 사업 운영
○ 평생교육 종사자 교육 및 훈련 과정 운영
○ 성인문해교육 운영 및 지원사업",02-3153-8975
평생학습과,평생교육팀,주무관,"○ 평생학습센터 정규 프로그램 개발 및 운영
○ 기간제 관리(채용, 교육, 임금 등) [부]
○ 평생학습 축제(박람회) 추진",02-3153-8973
평생학습과,평생교육팀,주무관,"○
○ 자발적 학습모임(동아리) 지원사업
○ 일반/장애인 평생교육 이용권 지원 사업
○ 동 평생학습센터 성과공유회 및 워크숍 추진
○ 동 평생학습센터 운영 및 지원사업",02-3153-8976
보육정책과,보육정책팀,보육정책과장,○ 보육정책과 업무 총괄,02-3153-8980
보육정책과,보육정책팀,보육정책팀장,○ 보육정책팀 업무 총괄,02-3153-1661
보육정책과,보육정책팀,주무관,"○ 과서무
○ 주요업무보고, 구의회 관련 업무
○ 성과관리업무 총괄
○ 기록물관리
○ 사회복지법인 관리(보육분야)
○ 보육조례
○ 어린이축제",02-3153-1662
보육정책과,보육정책팀,주무관,"○ 국공립어린이집 정밀안전진단
○ 창전어린이집 대체신축
○ 국공립어린이집 그린리모델링 사업
○ 기타 현안 지시사항 업무 추진
○ 성산어린이집 대체신축",02-3153-1663
보육정책과,보육정책팀,주무관,"○ 위탁체 선정에 관한 업무
○ 보육정책위원회 운영
○ 유보통합 업무
○ 영유아보육사업 기본계획 수립
○ 사회복무요원(어린이집, 육아종합지원센터) 관리
○ 일반서무(초과, 출장, 급량비)",02-3153-1665
보육정책과,보육정책팀,주무관,"○ 마포육아종합지원센터 운영 지원
○ 시간제보육 관리 및 운영지원
○ 마포구 베이비시터하우스 설치·운영 총괄
○ 장난감대여점 운영 지원",02-3153-1664
체육진흥과,체육정책팀,체육진흥과장,,02-3153-9860
체육진흥과,체육정책팀,체육정책팀장,"○ 생활체육 진흥 업무 총괄
○
○ 종합체육관 확충에 관한 사항
○ 종합체육관 관리, 운영에 관한 사항",02-3153-9851
체육진흥과,체육정책팀,주무관,"○ 종합체육관 확충 업무
○ 주민편익시설 건립",02-3153-9853
체육진흥과,체육정책팀,주무관,"○ 과 서무, 예산 및 회계 업무
○ 주요업무보고, 구의회 업무
○ 한서공영주차장 내 체육시설 설치 리모델링
○ 체육진흥협의회 구성 및 운영
○ 기타 타직원의 분장되지 않은 업무
○ 생활체육 진흥계획 수립 및 시행 업무
○ 성과관리 업무
○고양시 내 체육시설 설치 관련 MOU체결",02-3153-9852
체육진흥과,체육정책팀,주무관,"○ 마포유수지 체육복합시설 건립에 관한 사항
○ 공공체육시설 조성 한서공영주차장 리모델링",02-3153-9855
체육진흥과,체육정책팀,주무관,"○ 마포구민체육센터
○ 망원나들목체육관 관리운영
○ 마포체력인증센터 운영",02-3153-9856
체육진흥과,체육정책팀,주무관,"○ 염리생활체육관 관리 운영
○ 성미산체육관 관리 운영
○ 초과근무수당 및 여비 지급, 매식비 관리
○ 사회복무요원, 기록물 및 물품 관리
○ 비영리체육법인 설립 및 신고",02-3153-9854
관광정책과,관광정책팀,관광정책과장,○ 관광정책과 업무총괄,02-3153-8660
관광정책과,관광정책팀,관광정책팀장,○ 관광정책팀 업무총괄,02-3153-8651
관광정책과,관광정책팀,주무관,"○ 국과서무, 인사업무 추진
○ 각종회의 및 보고자료 작성 총괄
○ 구의회 주요업무 보고자료 등 총괄
○ 마포문화관광활성화 연구 용역
○ 일상경비 지출
○ 기타 타 팀에 속하지 않는 업무
○ 우리동네 관광환경보안관 운영",02-3153-8652
관광정책과,관광정책팀,주무관,"○ 레드로드 국제 댄스 페스티벌, 레드로드 페스티벌
○ 마포관광 유튜브 운영
○ 마포문화관광협의회 관련 업무
○ 관광객 환대 이벤트 운영
○ 레드로드 캐릭터 관련 업무
○ 홍대 관광특구 상생위원회 운영
○ 홍대 관광특구 활성화",02-3153-8653
관광정책과,관광정책팀,주무관,"○ 카운트다운 행사
○ 관광특구 안내체계 구축
○ R6 돔 설치
○ 레드로드 가림막 설치
○ 홍대 관광특구 확대 지정 연구 용역
○ 레드로드 조성 관련 총괄",02-3153-8654
관광정책과,관광정책팀,주무관,"○ 빛거리 조성 및 운영
○ 관광산업활성화 위원회 운영
○ 이야기를 따라 걷는 마포 마을 여행
○ 난지테마숲길축제(상사화 축제)
○ 마포관광 SNS 운영 및 관리",02-3153-8655
관광정책과,관광정책팀,주무관,"○ 레드로드 표지판 설치
○ 레드로드 핫포차 운영
○ 빛거리 점등식
○ 문서접수 및 배부, 부서 홈페이지 관리 등
○ 레드로드 R4~R6 운영 및 관리
○ 관광분야 시,구 협력사업(6서울도심관광협의회)
○ 2025 레드로드 사용설명서 제작,발간",02-3153-8656
경제진흥과,경제총괄팀,경제총괄팀장,○ 경제총괄팀 업무 총괄,02-3153-8571
경제진흥과,경제총괄팀,경제진흥과,○ 경제진흥과 업무 총괄,02-3153-8570
경제진흥과,경제총괄팀,주무관,"○ 소상공인 단체 지원
○ 중소기업 및 소상공인 지원(재난지원금, 손실보상금)
○ 상암 DMC입주(예정)기업 지원
○ 하늘길 상권육성사업 추진(하늘길 축제, 소원광장 포함)
○ 11대 상권 환경 및 시설개선 추진(관련 민원 포함)
○ 신용보증재단 협력사업(민관공학협의체 등)
○ (마포구상공회·소기업소상공인회·소상공인연합회)",02-3153-8574
경제진흥과,경제총괄팀,주무관,"○ 마포상생앱 운영 관리(고도화 및 유지보수 용역)
○ 생활상권 기반사업 및 육성사업 사후관리
○ 상권별 특화콘텐츠 및 브랜드 개발
○ 마포상생앱 상권정보 등록 및 프로모션 추진
○ 마포상생앱 동행일자리 근로자 관리
○ 11대 상권 활성화 사업 추진(관련 민원 포함)
○ 마포상생앱 활성화(기획, 홍보) 추진",02-3153-8573
경제진흥과,경제총괄팀,주무관,"○ 부서 서무, 예산·회계, 결산, 비밀문서, 보안업무
○ 각종 업무계획 및 회의자료, 성과관리, 자료 제출
○ 중소기업제품 구매에 관한 사항
○ 충무계획 수립(중소벤처기업부)
○ 기록물, 물품관리, 전산, 홍보, 민원지정(정보공개 등)
○ 출장, 초과근무 관리 및 수당 지급",02-3153-8575
경제진흥과,경제총괄팀,주무관,"○ 창업복지관 시설물 관리에 관한 사항
○ 서울형 캠퍼스타운 지원 사업
○ 도시제조업체 작업환경개선 지원사업
○ 마포비즈니스센터 운영
○ 1인 창조기업ㆍ중장년창업센터 지원",02-3153-8572
경제진흥과,경제총괄팀,주무관,"○ 중소기업육성기금 운영 및 특별신용보증 지원
○ 맞춤형 입찰정보 서비스 운영
○ 공장 등록 관련 업무
○ 민생회복 소비쿠폰 홍보(가맹점)
○ 젠트리피케이션 관련 업무
○ 마포사랑상품권 및 지역화폐 업무",02-3153-8576
문화예술과,문화예술기획팀,문화예술과장,○ 문화예술과 업무 총괄,02-3153-8360
문화예술과,문화예술기획팀,주무관,"○ 마포나루 새우젓축제 추진
○ 신년 해맞이 행사 추진
○ 마포문화원(향토문화, 내고장 탐방 등) 지원
○ 문화예술 진흥 관련 주요 역점 사업 추진",02-3153-8353
문화예술과,문화예술기획팀,주무관,"○ 마포문화재단 조직·인력 및 경영 적정성 관련 업무 등
○ 마포문화재단 예산·결산·이사회 관련 업무
○ 구립예술합창단 관리 및 운영 지원
○ 마포공연예술관광 페스티벌(M클래식)
○ 서울마포음악창작소 관리·운영에 관한 사항
○ 구립윈드오케스트라 관리 및 운영 지원
○ 마포문화재단 지도점검에 관한 업무",02-3153-8352
문화예술과,문화예술기획팀,주무관,"○ 마포아트센터 운영 지원 및 민원 처리
○ 레드로드 로드갤러리 전시회 개최
○ 자치구 생활문화 협력체계 구축 사업
○ 전직 대통령 기념사업 지원",02-3153-8355
문화예술과,문화예술기획팀,주무관,"○ 과 서무업무
○ 양화진 힐링공간 조성 운영
○ 타 직원에 속하지 않는 업무
○ 광흥당 운영 및 관리
○ 충무계획 수립(문화체육관광)",02-3153-8354
문화예술과,문화예술기획팀,주무관,"○ 지역문화예술 행사 및 축제 지원(구비보조금)
○ 축제 평가단 구성 및 운영
○ 자치구 축제 지원 및 육성사업 관련(시비보조금)
○ 축제심의위원회 구성 및 운영",02-3153-8357
고용협력과,고용정책팀,고용협력과장,○ 고용협력과 업무 총괄,02-3153-8590
고용협력과,고용정책팀,고용협력과장,○ 고용협력과 업무 총괄,02-3153-8590
고용협력과,고용정책팀,주무관,"○ 지역일자리 공시제 관련 업무
○ 일자리창출위원회 운영
○ 청년친화도시 TF 업무
○ 일자리 관련 공모(제안)사업 추진 총괄
○ 예산회계 전반에 관한 사항
○ 주요업무 보고, 구의회 등 관련 업무
○ 기타 부서 서무
○각종 회의자료 및 보고자료 등 총괄
○ 자치단체 재정지원 일자리 정부평가 업무",02-3153-8552
고용협력과,고용정책팀,주무관,"○ 마포직업소개소 및 일자리설계사 운영
○ 일자리매칭데이 및 박람회 업무
○ 마포형 지역돌봄 서포터즈(매력일자리사업)
○ 일자리 관련 공모(제안)사업 추진
○ 일반경비원 신임교육과정 운영",02-3153-8553
고용협력과,고용정책팀,주무관,"○ 마포구고용복지지원센터 운영
○ 협동조합 신고인가 및 관리
○ 일자리 관련 공모(제안)사업 추진
○ 마을기업 운영관리 등 관련 업무
○ 사회적기업 인·지정업무 및 관리",02-3153-8555
고용협력과,고용정책팀,주무관,"○ 사회적경제통합지원센터 운영
○ 기타 사회적경제 활성화 업무
○ 일자리 관련 공모(제안)사업 추진
○ 마포자람 운영
○ 공공구매 및 공공시장 확대 관련 업무
○ 사회적경제 재정지원사업
○ 사회적경제기본계획 수립
○사회적경제관련 공무원 교육
○ 사회적경제위원회 운영",02-3153-8554
고용협력과,고용정책팀,직업상담사,○ 구인업체 발굴 및 구직 상담,02-3153-9951
고용협력과,고용정책팀,직업상담사,○ 구인업체 발굴 및 구직 상담,02-3153-9953
고용협력과,고용정책팀,직업상담사,○ 구인업체 발굴 및 구직 상담,02-3153-9952
예산정책과,예산팀,예산정책과장,,02-3153-8050
예산정책과,예산팀,주무관,"○ 본예산 및 추경예산 편성 총괄
○ 세입예산 관리(조정교부금, 특별교부금(세) 등)
○ 행정지원국 예산관리
○ 특별교부금, 특별교부세 관리
○ 중앙정부 및 서울시 예산관련 업무 협의",02-3153-8052
예산정책과,예산팀,주무관,"○ 국·과 서무, 근무평정, 예산회계업무
○ 주요업무계획, 구의회 업무보고 등 총괄
○ 일상경비 지출 및 관리
○ 새마포담당관·감사담당관·구의회사무국 예산관리",02-3153-8057
예산정책과,예산팀,주무관,"○ 관광경제국, 재정관리국 예산관리
○ 예산변경(이·전용,변경 사용), 이체(조직개편)
○ 예비비
○ 중기재정계획
○ 주민참여예산 총괄
○ 예산개요 및 재정분석(LFIS) 등 각종자료 작성 및 관리",02-3153-8053
예산정책과,예산팀,주무관,"○ 교육체육국, 교통건설국 예산관리
○ 명시·사고이월
○ 간주처리
○ 지방재정운영상황 공시
○ 각종기금 관리",02-3153-8054
예산정책과,예산팀,주무관,"○ 복지동행국 예산관리
○ 국·시비보조금 예산편성 및 관리(국고관리시스템)
○ 성인지예산서
○ 투자심사(대규모 투자사업) 사업관리",02-3153-8058
예산정책과,예산팀,주무관,"○ 환경녹지국, 도시관리국 예산관리
○ 주요재정사업 심사 및 평가
○ 균형(신속)집행 사업 관리
○ 기관공통경비 관리
○ 성과계획서
○ 예산성과금 관리",02-3153-8055
예산정책과,예산팀,주무관,"○ 보건소 예산관리
○ 일반서무(봉급, 제수당, 기록물 등)
○ 충무계획수립(전시예산)
○ 주민참여예산위원회 운영 및 위원회 개최 지원
○ 예산배정운용관리(자금수급계획), 지방재정관리시스템 관리",02-3153-8056
스마트정책과,디지털정책팀,스마트정책과장,○ 스마트정책과 총괄,02-3153-8410
스마트정책과,디지털정책팀,디지털정책팀장,,02-3153-8401
스마트정책과,디지털정책팀,주무관,"○ 지능정보화 실행계획 수립 및 행정정보화 관련 사항 추진
○ 데이터기반행정 및 공공데이터 평가에 관한 사항 추진
○ 정보화 법규 정비 및 운영
○ 전자정부 성과관리 및 정보자원시스템(IRM)관리
○ 정보화사업 추진(디지털정책, 디지털트윈, AI서비스 등)
○ 정보화사업 사전협의 절차 운영",02-3153-8414
스마트정책과,디지털정책팀,주무관,"○ 홈페이지 운영 총괄 및 신규 서비스 발굴
○ 홈페이지 서버, 솔루션 등 운영 관리
○ 홈페이지 유지보수 계약 및 관리
○ 홈페이지 총량제, 기관 도메인, 본인인증 관리
○ 홈페이지 및 콘텐츠/알림판 운영 관리",02-3153-8402
스마트정책과,디지털정책팀,주무관,"○ 구민 정보화교육(디지털배움터 등)운영 및 시설관리
○ 복합기 임차 및 통합유지관리
○ 행정업무용 상용소프트웨어 구매 및 보급관리
○ 공공데이터 개방 및 품질 관리, 메타데이터 관리",02-3153-8416
스마트정책과,디지털정책팀,주무관,"○ 통합문자발송 및 알림톡 운영
○ 행정전자서명 운영
○ 공공데이터 개방 및 품질관리, 메타데이터 관리
○ 행정정보공동이용 관리",02-3153-8405
재무과,입찰팀,재무과장,○ 재무과 업무총괄,02-3153-8610
재무과,입찰팀,입찰팀장,○ 입찰팀 업무 총괄,02-3153-8171
재무과,입찰팀,주무관,"○ 시설공사, 용역계약, 물품, 조달구매에 관한 사항(입찰, 전자수의)[관광경제국, 재정관리국, 환경녹지국, 도시관리국, 보건소]
○ 하도급지킴이 업무",02-3153-8173
재무과,입찰팀,주무관,"○ 시설공사, 용역계약, 물품, 조달구매에 관한 사항(입찰, 전자수의) [새마포담당관, 교육체육국, 교통건설국]
○ 하도급지킴이 업무
○ 계약심의위원회",02-3153-8174
재무과,입찰팀,주무관,"○ 과서무 업무 예산, 결산, 감사, 인사, 주요업무보고 등
○ 시설공사, 용역계약, 물품, 조달구매에 관한 사항(입찰, 전자수의) [감사담당관, 행정지원국, 복지동행국]
○ 기타 다른 직원에 속하지 않는 업무
○ 하도급지킴이 업무",02-3153-8172
징수과,세입총괄팀,징수과장,○ 징수과 업무 총괄,02-3153-8780
재산세과,재산세1팀,재산세과장,○ 재산세과 업무 총괄,02-3153-8720
재산세과,재산세1팀,재산세1팀장,○ 재산세1팀 업무총괄,02-3153-8711
재산세과,재산세1팀,주무관,"○ 주요업무계획 수립 및 추진, 예산편성(세입,세출)",02-3153-8715
재산세과,재산세1팀,주무관,"○ 재산세 총괄
○ 개인 취득세 재산세 부과징수 (서강동)",02-3153-8717
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과·징수(담당동 : 아현·공덕동(555)",02-3153-8713
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과·징수(담당동 : 염리동)",02-3153-8728
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과·징수(담당동 : 합정,성산1)",02-3153-8712
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과·징수(담당동 : 성산2동)",02-3153-8714
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과징수(망원1,2동)
○ 재산세 비과세 감면 총괄",02-3153-8718
재산세과,재산세1팀,주무관,"○ 개인 취득세, 재산세 부과·징수(담당동 : 용강동)",02-3153-8716
지방소득세과,지방소득세1팀,지방소득세과장,○ 지방소득세과 업무 총괄,02-3153-8770
지방소득세과,지방소득세1팀,지방소득세1팀장,○ 지방소득세1팀 업무 총괄,02-3153-6371
지방소득세과,지방소득세1팀,주무관(6급),"○ 지방소득세 부과징수(합정동, 연남동, 염리동)",02-3153-6375
지방소득세과,지방소득세1팀,주무관(6급),○ 지방소득세 부과징수 (망원동),02-3153-6373
지방소득세과,지방소득세1팀,주무관,"○ 주요업무계획 수립 및 추진, 예산편성(세입,세출)",02-3153-6377
지방소득세과,지방소득세1팀,주무관,"○ 지방소득세 부과징수(아현동, 도화동)",02-3153-6374
지방소득세과,지방소득세1팀,주무관,"○ 지방소득세 부과징수(공덕동,신수동)",02-3153-6372
깨끗한마포과,청소행정팀,깨끗한마포과장,,02-3153-9220
깨끗한마포과,청소행정팀,청소행정팀장,○ 청소행정팀 업무 총괄,02-3153-9201
깨끗한마포과,청소행정팀,주무관,○ 청소차고지 총괄(차고장),02-3153-9235
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,"○ 폐기물감량 종합계획 총괄 및 추진
○ 생활폐기물 수집운반 대행업체 업무 총괄
○ 권역별 폐기물 수집운반 매뉴얼 관리
○ 폐기물 수집·운반 통계 관리
○ 공공처리시설 처리비(반입수수료) 지급
○ 생활폐기물 수집운반업 인허가
○ 생활폐기물 수집운반 관련 민원 처리
○생활폐기물 수집운반 대행 효율화 등 추진",02-3153-9203
깨끗한마포과,청소행정팀,주무관,"○ 국ㆍ과 서무 업무
○ 기타 타직원의 업무분장에 속하지 않는 업무
○ 직원 급여 및 복무관리(초과, 출장)
○ 주요업무, 지시사항, 구의회 및 업무보고
○ 예산 및 결산업무 및 각종 회의자료 제출
○ 부서 회계처리",02-3153-9202
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,"○ ○ 환경공무관 급여(산재포함), 수당 관련 업무
○ ○ 환경공무관 후생 복지(국·내외 산업시찰, 후원 등) 관련 업무
○ ○ 환경공무관 청소 관련 물품 구매？관리
○ ○ 환경공무관 통상임금 관련 소송 수행
○ ○ 환경공무관 휴게시설 관리 등",02-3153-9204
깨끗한마포과,청소행정팀,주무관,"○ 주요 도로청소(노면, 분진, 살수, 미세먼지) 관련 업무
○ 계절별 청소대책 추진 및 주요행사 폐기물 처리
○ 폐합성수지류, 반입불가폐기물 처리 업무
○ 환경공무관 대상 산업안전보건법 관련 업무
○ 청소차량 운전원 및 환경공무관 복무관리 총괄
○ 재난 및 재해 폐기물 관련 업무",02-3153-9205
깨끗한마포과,청소행정팀,주무관,○ 청소차고지 경비업무,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,"○ 청소행정 “환경순찰”
○ 처리 환경공무관 복무관리 및 현장 작업지시
○ 저장강박(의심)가구 폐기물 처리
○ 청소행정 관련 “120현장민원”",02-3153-9209
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,"○ ○ 생활계 유해폐기물 처리 업무 및 민원처리
○ ○ 폐목재, 공사장생활폐기물 등 처리 업무
○ ○ 부서 일반서무(물품, 복무, 교육 등)
○ ○ 기타 청소행정팀 타 직원에 분장되지 않은 업무",02-3153-9206
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
깨끗한마포과,청소행정팀,주무관,○ 청소차량 운전,02-3153-9237
자원순환과,자원순환팀,자원순환과장,○ 자원순환과장,02-3153-8380
자원순환과,자원순환팀,자원순환팀장,○ 자원순환팀 업무 전반에 관한 사항,02-3153-9241
자원순환과,자원순환팀,주무관,"○ 순환경제사회 전환 집행계획 수립·추진
○ 팀 업무자료 작성 및 타 직원에 속하지 않는 업무
○ 폐기물 감량에 관한 조례 시행규칙 제·개정 업무
○ 소각제로가게 장소 선정
○ 소각제로가게 설치 업무",02-3153-9242
자원순환과,자원순환팀,주무관,"○ 자원회수시설기금에 관련한 사항
○ 투명페트병 별도 분리배출 민관 협업 추진
○ 투명페트병 분리배출함 설치·운영 추진
○ 소각장 설치 반대 관련 업무
○ 폐비닐 및 투명페트병 별도 분리배출 요일제 추진",02-3153-9243
자원순환과,자원순환팀,주무관,"○ 과서무 업무
○ 의류수거함 설치·운영 및 민원 처리
○ 소각제로가게 홍보 및 운영물품 구매
○ 주요업무, 지시사항, 구의회 및 업무보고
○ 예산·결산업무 및 각종 회의자료 제출",02-3153-9244
자원순환과,자원순환팀,주무관,"○ 소각제로가게 운영
○ 자원순환보증금 관련 업무
○ 자원순환체험 프로그램 운영",02-3153-9245
맑은환경과,환경정책팀,맑은환경과장,,02-3153-9260
맑은환경과,환경정책팀,환경정책팀장,"○ 환경정책팀 업무 총괄
○ 환경정책에 관한 전반적인 사항",02-3153-9251
맑은환경과,환경정책팀,환경정책팀장,,
맑은환경과,환경정책팀,주무관,"○ 탄소중립·녹색성장 기본계획 추진
○ 기후위기 적응대책 수립 및 추진
○ 공공부문 온실가스에너지 목표관리제
○ 지역 온실가스 통계 자료 작성
○ 녹색제품 구매 관련 업무",02-3153-9252
맑은환경과,환경정책팀,주무관,"○ 감사, 인사, 기획, 복무, 의회 등 과 서무 업무
○ 환경 분야 행정서비스헌장에 관한 업무
○ 환경교육(환경인형극 공연)
○ 충무계획 수립 및 비축물자 관리
○ 환경위원회 및 환경상 관련 업무
○ 각종 업무보고
○ 예산 및 결산에 관한 업무",02-3153-9256
맑은환경과,환경정책팀,주무관,"○ 환경계획 수립
○ 마포 환경학교 운영
○ 마포 풀빛캠핑
○ 환경지킴이 실천교육(초등)
○ 지역환경교육센터 운영 관리
○ 학교생태 탐구교실(초등)
○ 마포 풀빛배움터
○환경교육 및 홍보",02-3153-9253
맑은환경과,환경정책팀,주무관,"○ 환경개선부담금(시설물·자동차) 업무
○ 환경개선부담금 압류(해제) 및 교부 청구 등
○ 세외수입 업무 총괄
○ 환경지킴이 실천교육(유아)
○ 환경개선부담금 부과ㆍ징수 및 체납 관련 사항",02-3153-9255
맑은환경과,환경정책팀,주무관,"○ 환경개선부담금(시설물·자동차) 업무
○ 환경개선부담금 부과ㆍ징수 및 체납 관련 사항
○ 환경개선부담금 압류(해제) 및 교부 청구 등
○ 일반서무(문서접수 및 배부)
○ 환경정보공개업무",02-3153-9257
공원녹지과,공원팀,공원녹지과장,○ 공원녹지과 업무 총괄,02-3153-9560
공원녹지과,공원팀,공원팀장,"○ 공원팀업무 총괄
○ 각종 공사현장 점검 및 지도감독",02-3153-9551
공원녹지과,공원팀,6급,"○ 도시공원 내 전기공사 및 전기시설 유지관리 총괄
○ 공원 CCTV, 전기？설비 공사감독 및 유지관리",02-3153-9572
공원녹지과,공원팀,주무관,"○ 시ㆍ자치구 공동협력사업에 관한 사항(총괄)
○ 홍익문화공원 이용활성화 사업
○ 선형의 숲 조성 및 유지관리",02-3153-9553
공원녹지과,공원팀,주무관,,
공원녹지과,공원팀,주무관,"○ 구 근린공원·조성 및 유지관리
○ 쌍룡산근린공원 실내놀이터 조성
○ 난지테마관광숲길 유지관리
○ 독막소공원 정비공사",02-3153-9557
